Subject No.,"Channel name
",T_Mean,T_Median,T_Variance,T_Standard deviation,T_Skewness,T_Kurtosis,T_Zero-crossing rate,T_Number of waves,T_peaktopeak,T_Hjorth Activity,T_Hjorth Mobility,T_Hjorth Complexity,F_Mean,F_Median,F_Variance,F_Standard Variance,F_Skewness,F_Kurtosis,F_Delta,F_Theta,F_Alpha,F_Beta,F_Gamma,F_Peak Frequency,F_Theta/Alpha,F_Beta/Alpha,F_Theta/Beta,"
F_Gamma/Delta",F_(Theta+Alpha)/Beta,F_(Theta+Alpha)/(Alpha+Beta),F_(Gamma+Beta)/(Delta+Alpha),lebel
1,PO10,-0.009361358824,0.08451586288,29.17225537,5.401134638,0.02168886467,2.645239913,0.32953125,0,33.10641981,29.17225537,1.017113931,1.353623068,1251.46725,813.5030461,2537550.667,1592.969136,1592.969136,9.566803147,15559.07728,12146.27175,11439.28083,24661.38382,43912.33998,3,1.06180379,2.155850895,0.4925219054,2.822297184,0.9563758771,0.653327378,2.539922003,0
1,P8,-0.02621474832,-0.01619732461,23.60571734,4.858571532,-0.006286606112,2.675253484,0.33015625,0,30.60043725,23.60571734,1.007219382,1.363179344,1013.500406,524.3818425,1844902.534,1358.271892,1358.271892,6.624334825,10545.78552,12584.19037,7723.824967,24962.53747,27284.99198,5,1.629269232,3.231888032,0.5041230438,2.587288727,0.8135397037,0.6212993378,2.859805331,0
1,P4,-0.03840406688,-0.04710931946,26.29806432,5.128163835,-0.02493582116,2.744228239,0.31703125,0,35.5846903,26.29806432,0.975922726,1.397500284,1169.456455,405.0194,3710896.69,1926.368784,1926.368784,21.47484626,6354.048902,12334.36857,12076.59649,34440.86586,31008.48004,26,1.021344762,2.851868562,0.3581317792,4.880113534,0.7087790753,0.5247699213,3.55111525,0
1,CP2,-0.05322174634,-0.04312112017,29.72545966,5.452105984,-0.03960495332,2.670986858,0.30328125,0,36.27912336,29.72545966,0.9634691156,1.409229139,1352.437319,492.2793541,6632061.82,2575.278979,2575.278979,27.68069164,15052.91363,12349.03626,11233.98329,40301.18371,33156.92664,26,1.099257132,3.587434898,0.3064186984,2.202691615,0.5851694014,0.4576102285,2.794476296,0
1,CP6,-0.05109480857,0.1053966141,26.13762394,5.11249684,-0.03053900612,2.712714061,0.32765625,0,36.73527135,26.13762394,0.995389384,1.380214725,1307.858813,691.841371,2712222.767,1646.882742,1646.882742,5.093188442,13679.65074,11582.88912,10677.93962,28877.00389,52057.80331,5,1.084749449,2.70436104,0.4011111804,3.805492135,0.7708842931,0.5627824681,3.322775612,0
1,T8,-0.05016839293,-0.02833536518,23.31712748,4.828781158,-0.008994329441,2.743732455,0.34296875,0,30.61209518,23.31712748,1.030540855,1.336567507,1237.742587,692.1813057,2538384.254,1593.23076,1593.23076,8.246937237,14479.51838,9672.728074,8976.189579,29428.19649,42747.37317,3,1.077598461,3.278473146,0.3286891222,2.95226485,0.6337091591,0.4855934325,3.077100455,0
1,FT10,-0.06222659043,-0.03812336987,26.92637502,5.189063019,-0.0209572565,2.809099542,0.33171875,0,32.57957504,26.92637502,1.000414584,1.360772819,1405.66657,825.6156276,3733512.485,1932.229925,1932.229925,7.406882242,16433.97344,12445.45002,10912.40708,37460.50703,36159.87231,3,1.140486231,3.43283629,0.3322285523,2.200312203,0.6235328603,0.4828705801,2.692143455,0
1,FC6,-0.0338549209,-0.003535333744,25.63007793,5.06261572,-0.07067232519,2.786749098,0.31640625,0,33.71905152,25.63007793,0.9712220922,1.382398139,1325.550189,280.8312662,5040084.283,2245.013203,2245.013203,10.4239613,16556.95292,10931.54927,12339.54863,39069.33804,22084.67241,26,0.8858953918,3.166188586,0.2797986816,1.333860917,0.5956358381,0.4526668328,2.116311912,0
1,C4,-0.03743124731,0.07985614293,29.24808193,5.408149584,-0.04795770462,2.784796272,0.30453125,0,36.35956893,29.24808193,0.9415331261,1.422868832,1359.74682,422.7091832,4758310.029,2181.35509,2181.35509,14.23132386,13613.804,17524.06437,13956.70507,36065.97036,30042.39486,26,1.255601826,2.584132155,0.4858891691,2.206759761,0.8728662818,0.6293299823,2.397792694,0
1,FC2,-0.02437849979,-0.02778178947,31.54864677,5.616818207,-0.004736492208,2.810084781,0.28765625,0,37.41362961,31.54864677,0.9208137007,1.451157204,1606.503017,669.0692836,7728180.188,2779.960465,2779.960465,24.80196148,14766.40546,17012.55607,14779.87383,47446.9354,36656.02118,26,1.151062334,3.210239543,0.3585596398,2.482392974,0.6700628739,0.5109121018,2.846482149,0
1,F4,-0.06227466683,0.1154814203,38.70268273,6.221148023,-0.01501504763,2.909175522,0.27703125,0,44.19692999,38.70268273,0.8823524707,1.488006801,2309.46938,722.114091,14597590.19,3820.679283,3820.679283,12.34683271,29845.12971,25273.73209,19278.62313,67978.58815,31525.27348,26,1.310971843,3.526112197,0.3717895999,1.056295409,0.6553880631,0.5105865127,2.025575325,0
1,F8,-0.03835212801,-0.4216757355,52.0023245,7.211263724,0.1297544681,3.11081439,0.28265625,0,48.15076805,52.0023245,0.9041869717,1.47441863,2986.807929,835.5517001,18890126.48,4346.277313,4346.277313,9.324117635,40085.51031,32109.40129,22621.85355,90243.03856,41503.66886,3,1.419397452,3.989197365,0.3558102852,1.035378333,0.6064872782,0.4849271887,2.100976653,0
1,Fp2,-0.2721734061,-1.047156985,109.5174184,10.46505702,0.302161082,3.249618696,0.23421875,0,74.8858496,109.5174184,0.7895938278,1.683078764,3537.781502,1651.41621,22799886.7,4774.92269,4774.92269,4.727401162,34561.11585,39202.93584,36144.07556,108314.4054,62008.35796,16,1.084629645,2.996740232,0.3619364913,1.794165392,0.6956324151,0.5215824707,2.408914536,0
2,Cz,0.0388824567,0.08504861815,35.7508161,5.979198617,-0.0009555033197,2.770765412,0.28171875,0,35.89647486,35.7508161,0.8927239506,1.500332883,1691.786264,891.1759659,4951456.368,2225.186816,2225.186816,5.370786716,15641.1981,13122.5717,14115.71168,49886.93371,66814.13672,3,0.929642939,3.534142296,0.2630462672,4.271676395,0.5460003523,0.4255805868,3.921814169,0
2,Fz,0.03282399709,-0.1242462927,43.67504778,6.608709994,0.09185767273,2.82810996,0.25671875,0,43.98468163,43.67504778,0.8221200483,1.587755902,2628.480422,1051.877128,20075648.71,4480.585756,4480.585756,25.31402811,58936.18681,31066.31179,16286.03416,62406.03209,57582.92142,2,1.907543081,3.831874074,0.4978094385,0.9770384638,0.7587783484,0.6017423129,1.595126439,0
2,Fp1,-0.009095948053,-0.1822584499,50.39903698,7.099227914,0.1466929493,3.085515336,0.26234375,0,51.06704797,50.39903698,0.8194034521,1.61434896,3381.634359,1117.166124,37546946.14,6127.556294,6127.556294,21.23134651,79851.98388,45995.33673,25974.7556,66327.0767,72049.6102,2,1.770770722,2.553520722,0.6934624443,0.9022895449,1.085078612,0.7797254999,1.307577721,0
2,F7,0.0004850132663,-0.1410284165,45.70046242,6.760211714,0.1302060963,3.024130552,0.26859375,0,49.17791033,45.70046242,0.8457444616,1.570932829,2880.550957,910.6743529,26172153.11,5115.872664,5115.872664,23.17349615,66537.15408,39427.72903,19235.71732,53333.68327,67335.91128,2,2.049714517,2.772638128,0.7392650688,1.012004679,1.099932402,0.8083771655,1.406850355,0
2,F3,-0.04914622697,0.05570449252,33.44090343,5.782811032,0.001980484861,2.491599626,0.36609375,0,32.22737419,33.44090343,1.043296156,1.206008032,1961.728912,512.8752765,30894411.31,5558.27413,5558.27413,40.80273601,17002.14338,11215.44616,6506.2626,81134.27781,30870.9058,25,1.72379242,12.47018185,0.1382331421,1.815706709,0.2184244346,0.202209031,4.764473767,0
2,FC1,0.01564438795,-0.05757086312,38.05866768,6.169170745,0.0128286234,2.39645167,0.37984375,0,32.38912583,38.05866768,1.076485974,1.177341778,2153.754094,447.6291045,48053270.79,6932.046652,6932.046652,45.08289932,21643.83501,7332.203135,4296.734404,94848.9568,27534.55468,25,1.706459475,22.07466133,0.07730399345,1.27216617,0.1226048017,0.1172914062,4.717842139,0
2,C3,0.002963570021,-0.09713386275,28.89443725,5.375354617,0.02416507404,2.513980754,0.36546875,0,30.01998268,28.89443725,1.04775446,1.220480659,1703.011873,467.1954231,22815399.23,4776.546789,4776.546789,40.46703312,17438.81522,5052.864436,3429.750997,75831.82288,23620.52003,25,1.473245271,22.11000826,0.06663250656,1.354479632,0.1118608931,0.1070205273,4.76565289,0
2,FC5,-0.01845054516,-0.002466581177,21.15289941,4.599228132,-0.004933912704,2.83140154,0.30921875,0,29.66748033,21.15289941,0.9810217884,1.391125546,1157.257467,604.7912164,3187740.202,1785.424376,1785.424376,19.29034287,21215.45251,8261.006752,3164.8682,20236.72205,49888.77345,2,2.610221415,6.394175292,0.4082186202,2.35153002,0.5646109545,0.4882520731,2.876315547,0
2,FT9,-0.07174882872,-0.03073529558,24.51398077,4.951159538,-0.02217400613,2.719288484,0.34421875,0,31.35316586,24.51398077,1.042544401,1.340649741,1409.77205,889.258446,3725801.936,1930.233648,1930.233648,12.7788488,21460.4904,10985.77669,5227.360081,35255.84947,40964.40523,2,2.101591725,6.744484583,0.3116015315,1.908828944,0.4598708303,0.4004903996,2.855990772,0
2,T7,-0.05020821617,-0.01644214085,26.51774112,5.149537952,0.007556213828,2.559053446,0.37796875,0,28.96931348,26.51774112,1.116884567,1.276100665,1329.578395,678.9057259,3125798.61,1767.99282,1767.99282,8.270709822,18782.80217,12979.92902,5303.992307,30587.76386,43909.11673,2,2.44719982,5.76693217,0.4243503736,2.33772982,0.5977527946,0.5094184091,3.09285159,0
2,CP5,-0.03931848042,-0.005373863773,23.33144814,4.830263776,-0.01788550813,2.686880523,0.34546875,0,28.70198056,23.33144814,1.038843059,1.347199397,1137.913176,452.3543354,2630127.402,1621.766753,1621.766753,9.784971308,17153.83858,9453.360761,3405.836634,28253.49505,43232.1969,2,2.77563541,8.295610767,0.3345908442,2.520263713,0.4551365193,0.4061740002,3.476985469,0
2,CP1,-0.01615595313,-0.006055091525,23.89887036,4.888647088,0.01128262679,2.6808514,0.29484375,0,29.20683698,23.89887036,0.9344894567,1.447208358,1360.081181,614.4196987,3043142.05,1744.460389,1744.460389,4.525957769,15725.34779,16044.76091,13679.42353,32876.53685,45133.93197,2,1.172912065,2.403356894,0.4880307491,2.870138872,0.9041154357,0.6384614171,2.652986754,0
2,P3,-0.02938045312,0.1207349673,18.61890991,4.314963488,-0.02102458211,2.713218523,0.30234375,0,26.84282647,18.61890991,0.9288643855,1.452530405,1152.221489,633.6656091,1923552.82,1386.922067,1386.922067,3.17587515,11952.95059,18021.54834,9800.569022,23116.81827,42715.32373,2,1.838826735,2.358722052,0.7795860196,3.57362171,1.203544408,0.8452103782,3.026275434,0
2,P7,-0.01504717319,-0.06580642034,12.60747918,3.550701223,0.004359367376,2.628631337,0.33953125,0,21.79440707,12.60747918,1.00787561,1.364239557,775.2516675,360.7577179,1068058.993,1033.469396,1033.469396,6.278143307,4343.973886,11523.73189,6518.085567,16348.70035,33274.10599,5,1.767962659,2.50820585,0.704871436,7.659831036,1.103562795,0.7889966489,4.568452839,0
2,PO9,0.001393094843,-0.03519856116,18.46015853,4.29652866,0.03046279775,2.692820303,0.35484375,0,26.17684169,18.46015853,1.053173019,1.314960272,1122.082999,524.9412716,1895607.217,1376.810523,1376.810523,4.432606058,5318.531688,11985.49239,6177.513886,20848.44379,64391.70962,31,1.940180566,3.374892259,0.574886668,12.10704634,0.8711924234,0.6720578226,7.414736908,0
2,O1,0.04614030325,0.1033923274,24.21291666,4.920662217,-0.01507425027,2.688370341,0.33609375,0,31.4566233,24.21291666,1.017253864,1.348595145,1329.311792,827.6675362,3172120.766,1781.044852,1781.044852,11.34918776,9379.290232,11501.92833,8569.831079,30062.06683,70265.54409,31,1.34214178,3.507894912,0.3826060396,7.491563045,0.6676772932,0.5195644143,5.589555566,0
2,Pz,0.01181014943,0.1531239879,27.89855674,5.281908437,-0.0403604707,2.633863959,0.31046875,0,32.30988386,27.89855674,0.9717296514,1.393650537,1561.439324,643.230004,4715928.732,2171.61892,2171.61892,10.37814813,12477.49343,15773.37726,11124.11639,41535.84173,67238.01289,31,1.417944285,3.733855372,0.3797534033,5.388743602,0.6475730965,0.5107769661,4.608747262,0
2,Oz,-0.01721817936,-0.01161472732,27.8015878,5.2727211,-0.0340660741,2.598048936,0.31953125,0,31.81926831,27.8015878,0.9851739617,1.381964132,1646.701339,986.0641116,4788158.859,2188.186203,2188.186203,11.5909002,10533.08438,10779.21499,12955.4561,50241.24257,71899.12152,31,0.8320212658,3.87799875,0.214549132,6.8260273,0.4724140939,0.3755682114,5.199998024,0
2,O2,0.009111863158,0.09700894687,27.7002489,5.263102592,-0.03941244098,2.581510052,0.34796875,0,31.60628083,27.7002489,1.052628346,1.309746859,1544.563542,631.1383149,4925399.102,2219.324019,2219.324019,8.925449584,8556.654926,14170.65027,7809.356004,43925.44832,68634.01143,31,1.814573476,5.62472095,0.3226068443,8.021126483,0.5003934419,0.4248591747,6.877635622,0
2,PO10,0.02792949352,0.06422844232,27.87487488,5.279666171,-0.05193126544,2.586339401,0.33328125,0,31.19663251,27.87487488,1.025835008,1.341615358,1465.652695,614.4066539,4763519.369,2182.548824,2182.548824,9.98168807,4259.033606,21665.41532,5528.624457,36796.89639,72470.27933,31,3.918771386,6.655705534,0.5887837684,17.01566272,0.7390308001,0.6424974633,11.16377125,0
2,P8,-8.77E-05,0.08307862654,29.28683948,5.411731652,-0.07213966702,2.662933931,0.31140625,0,32.78571978,29.28683948,0.9602980314,1.404245023,1591.684129,566.5476562,4381573.077,2093.220742,2093.220742,7.63344616,8005.347664,22703.58852,8702.567503,43374.18539,70413.832,31,2.608837968,4.984067676,0.5234355024,8.795849344,0.7240748326,0.6030743908,6.810425852,0
2,P4,-0.08231799833,0.029660754,31.61307845,5.622550885,-0.06666184532,2.686050713,0.28484375,0,34.44018698,31.61307845,0.8953455301,1.474019312,1936.399623,1103.484097,4651689.872,2156.777659,2156.777659,4.628343634,13906.00622,17927.91147,20205.94505,54291.57208,78351.26607,31,0.8872592407,2.686910804,0.3302153682,5.634347117,0.7023899854,0.5118809054,3.888456485,0
2,CP2,-0.03304090144,0.08554615655,28.64724651,5.352312258,-0.05277408466,2.690411721,0.29234375,0,32.58055006,28.64724651,0.9066541204,1.457690712,1670.982306,731.8610957,4320005.621,2078.462321,2078.462321,5.194123337,10607.81953,14895.09221,17390.10057,54728.73811,60421.74718,31,0.8565270885,3.147120276,0.2721621716,5.695962966,0.5899129763,0.447666565,4.112822841,0
2,CP6,0.001427569728,-0.1671477111,28.02946932,5.294286479,0.008353951479,2.660453401,0.32578125,0,32.90088426,28.02946932,0.9893094281,1.390964289,1618.143738,1341.03688,3575189.579,1890.817172,1890.817172,7.409869685,11548.03641,16271.86757,9759.050895,40599.34666,76914.60535,31,1.667361688,4.160173679,0.4007913651,6.660405511,0.6411659449,0.516913161,5.515251818,0
2,T8,0.04772651136,0.01026336994,37.30183436,6.107522768,0.0005314694163,2.703206519,0.35453125,0,36.98612646,37.30183436,1.055223864,1.318820569,2100.699461,1388.905073,6303100.466,2510.597631,2510.597631,3.891003012,16259.73579,25333.64322,7878.857728,54143.83566,91794.37018,31,3.215395442,6.872041294,0.4678952445,5.645501954,0.6134124144,0.5354894981,6.045845452,0
2,FT10,0.02058768225,-0.05061806797,39.06325431,6.250060344,0.01040360429,2.892719312,0.31171875,0,41.09274123,39.06325431,0.974671734,1.394195426,2334.03944,1082.837598,8616211.512,2935.338398,2935.338398,4.642081288,25705.68145,31429.23467,12830.97373,61190.8098,70864.94538,7,2.449481648,4.768991901,0.5136267158,2.756781434,0.7233146374,0.5979349091,3.426757059,0
2,FC6,0.04785615195,0.1682898689,33.36066981,5.775869615,-0.02157556843,2.756726229,0.30671875,0,38.9445699,33.36066981,0.9431898029,1.41311986,1991.094535,482.5009239,8354343.418,2890.388109,2890.388109,6.700758628,18243.44814,25740.83126,11793.85079,62207.44451,63073.07237,7,2.182563755,5.274566012,0.4137902057,3.45729995,0.6033792634,0.5072165547,4.170831644,0
2,C4,0.01350193372,-0.07068322912,30.71812683,5.542393601,-0.01252137533,2.656338947,0.30859375,0,35.79485014,30.71812683,0.9458962171,1.366373148,1515.18213,298.3614713,5342127.416,2311.304267,2311.304267,5.789231064,15972.10883,13233.95615,9578.048078,50713.59505,36838.88983,25,1.381696567,5.29477349,0.2609548019,2.306451216,0.4498202939,0.3783609642,3.426690693,0
2,FC2,0.0100983723,-0.08064341832,32.37947218,5.690296317,-0.001732022236,2.804950256,0.30546875,0,39.62539959,32.37947218,0.9347098548,1.393026994,1624.373605,900.3651853,4438348.301,2106.738783,2106.738783,6.446947337,17479.31569,10521.56917,8563.718846,52902.11647,45205.97694,2,1.228621508,6.177470025,0.1988874901,2.586255534,0.3607660578,0.3105023777,3.767152913,0
2,F4,0.06131242858,0.02678659895,35.49586432,5.957840575,0.01726890752,2.86385317,0.28796875,0,41.32746523,35.49586432,0.8938386253,1.482930993,2197.929297,1259.55657,7468512.145,2732.857871,2732.857871,3.634703312,23659.94386,21882.4121,12286.93296,70713.52098,56898.86992,2,1.780949906,5.755180826,0.3094515985,2.404860733,0.4832080851,0.4116766047,3.550027212,0
2,F8,0.1028335099,-0.1207236054,49.67408897,7.047984745,0.1084426611,2.910969521,0.29359375,0,50.62237469,49.67408897,0.9005868711,1.48369277,3062.20239,1638.139779,19143335.05,4375.309709,4375.309709,7.963973682,44072.63784,30332.93784,16402.00932,96563.83772,92668.33269,28,1.8493428,5.887317575,0.31412316,2.102627327,0.483979803,0.4137086419,3.129115742,0
2,Fp2,0.1152719156,-0.1530456721,81.79914222,9.044287823,0.2181199939,3.185521333,0.25796875,0,65.40076498,81.79914222,0.8221960095,1.620533772,5039.185591,1279.937714,100566764.5,10028.29818,10028.29818,18.77060545,134684.3913,68172.73731,29915.23042,105867.5381,107278.7934,2,2.278863855,3.538917689,0.6439437293,0.7965198668,0.9265159979,0.7223889215,1.294938162,0
3,Cz,-0.02497448796,0.09310526839,33.87927787,5.820590852,0.006248408901,2.695198464,0.33796875,0,38.31916125,33.87927787,1.030904526,1.324286569,1708.916235,454.8680287,6858713.516,2618.914568,2618.914568,9.612145826,8507.270708,15257.32929,20317.6646,57822.1012,29204.11362,26,0.7509391257,2.845902929,0.2638667391,3.432841698,0.6152490683,0.455273874,3.01912958,0
3,Fz,-0.1762955421,-0.1960024104,76.46723956,8.744554852,0.1031298956,2.949255975,0.28203125,0,62.8048689,76.46723956,0.8834981607,1.522248433,5160.223448,1671.324928,79613297.41,8922.628392,8922.628392,13.67466049,120062.4547,47144.94935,48750.40543,98495.53777,122283.2351,3,0.9670678416,2.020404485,0.4786506112,1.018496876,0.9736010072,0.6512597407,1.307831481,0
3,Fp1,-0.1184427868,-0.2061851576,70.51704832,8.397442963,0.09494526455,2.996746476,0.31390625,0,61.37653342,70.51704832,0.9630680547,1.419311123,5655.986243,3323.912773,58819535.43,7669.389508,7669.389508,12.37584862,107298.7894,44451.09542,49158.00423,112205.5754,208072.663,3,0.9042493916,2.282549447,0.3961576354,1.939189288,0.8342642453,0.5801129343,2.047071469,0
3,F7,-0.1100681242,-0.2017829973,54.33132347,7.370978461,0.08779281607,3.003096357,0.31328125,0,53.05971481,54.33132347,0.9784003035,1.404814124,4080.814054,1926.864077,36453673.86,6037.687791,6037.687791,12.23129384,83221.86319,37230.40388,37806.33751,74186.27219,135971.1427,3,0.9847662145,1.962270801,0.5018503125,1.633839204,1.01146397,0.6700151161,1.73643344,0
